1964,117.415
1964,73.891
1974,127.174
1964,133.792
1986,94.933
1981,194.752
1969,118.655
1969,83.206
1966,120.054
1966,95.571
1966,75.615
1966,98.8
1966,189.174
1966,124.368
1966,137.584
1965,145.521
1966,127.893
1966,160.874
1965,81.225
1965,102.801
1965,95.801
2012,79.998
1962,120.909
1961,119.642
1967,117.683
1966,101.157
2000,119.758
2009,145.599
